,PersonID,ActivityCVP,ActivityVISUM,ActivitySector,EducationPlace,Age,AgeGroup,BasicSettlementCode,CadastralAreaCode,DistrictCode,DeclaredJourneyTime,Education,Gender,JourneyMainMode,PrimaryLocTownCode,PrimaryLocDistrictCode,PrimaryLocRegionCode,PrimaryLocStateCode,PrimaryLocRelationHome,TownCode,TownSize,RegionCode
93811,93812,99,99,99,4,67,7,479880,647985,4214,2,2,1,3,554804,4214,3069,203,6,568015,4,CZ042
93833,93834,99,99,99,4,62,7,884040,688401,4214,2,2,1,6,554804,4214,3069,203,6,555223,2,CZ042
93834,93835,99,99,99,4,42,5,884040,688401,4214,2,2,1,6,564567,4205,3069,203,1,555223,2,CZ042
93840,93841,8,2,99,1,13,1,479880,647985,4214,2,88,1,4,568023,4214,3069,998,1,568015,4,CZ042
93842,93843,99,99,99,4,65,7,3238370,765732,4214,9,2,1,6,554804,4214,3069,203,3,568295,2,CZ042
93846,93847,99,99,99,4,54,6,479880,647985,4214,2,2,1,3,554804,4214,3069,998,3,568015,4,CZ042
93849,93850,99,99,99,4,38,4,1749710,774979,4214,3,2,2,7,554804,4214,3069,203,6,553697,4,CZ042
93851,93852,8,2,99,2,17,2,1749710,774979,4214,6,88,2,3,553697,4214,3069,998,1,553697,4,CZ042
93853,93854,8,2,99,2,16,2,1749710,774979,4214,2,88,2,6,553697,4214,3069,998,1,553697,4,CZ042
93858,93859,99,99,99,4,56,6,884040,688401,4214,2,2,2,4,554804,4214,3069,998,3,555223,2,CZ042
93866,93867,99,99,99,3,21,3,504910,650498,4214,1,1,1,6,554804,4214,3069,998,1,568007,4,CZ042
93868,93869,99,99,99,4,55,6,479880,647985,4214,2,3,1,1,554804,4214,3069,203,1,568015,4,CZ042
93884,93885,99,99,99,3,25,3,1786910,778699,4214,3,1,2,5,568155,4214,3069,203,1,568350,4,CZ042
93886,93887,13,5,99,1,11,1,303680,630365,4214,2,88,1,6,554804,4214,3069,203,1,567931,2,CZ042
93892,93893,99,99,99,4,53,6,1200900,720097,4214,2,1,2,6,554782,1100,3069,203,1,568147,2,CZ042
93897,93898,99,99,99,4,69,7,3238370,765732,4214,1,2,1,6,568015,4214,3069,203,1,568295,2,CZ042
93901,93902,99,99,99,4,44,5,1671180,767115,4214,3,2,1,6,554804,4214,3069,203,2,568309,2,CZ042
93904,93905,99,99,99,4,45,5,1749710,774979,4214,3,2,2,3,553697,4214,3069,998,5,553697,4,CZ042
93910,93911,8,2,99,2,18,2,1749710,774979,4214,2,88,2,3,553697,4214,3069,998,3,553697,4,CZ042
93916,93917,99,99,99,4,31,4,1749710,774979,4214,5,3,1,7,554804,4214,3069,998,4,553697,4,CZ042
93923,93924,99,99,99,4,48,5,1749710,774979,4214,2,1,2,3,554804,4214,3069,203,1,553697,4,CZ042
93929,93930,99,99,99,4,38,4,1749710,774979,4214,9,2,1,3,554804,4214,3069,998,1,553697,4,CZ042
93932,93933,99,99,99,3,28,3,1749710,774979,4214,2,2,1,3,554804,4214,3069,998,1,553697,4,CZ042
93943,93944,99,99,99,4,53,6,479880,647985,4214,1,2,2,3,568015,4214,3069,203,1,568015,4,CZ042
93951,93952,99,99,99,4,42,5,1749710,774979,4214,2,2,2,3,554804,4214,3115,203,1,553697,4,CZ042
93953,93954,99,99,99,3,27,3,1749710,774979,4214,1,2,2,3,554804,4214,3069,998,6,553697,4,CZ042
93967,93968,13,5,99,1,11,1,1350710,735078,4214,1,88,1,7,553697,4214,3069,203,1,530620,99,CZ042
93973,93974,99,99,99,4,39,4,1749710,774979,4214,3,2,1,3,567442,4213,3069,998,3,553697,4,CZ042
93976,93977,13,5,99,1,11,1,416700,641677,4214,1,88,1,4,568350,4214,3069,998,1,567973,99,CZ042
93989,93990,99,99,99,4,65,7,3238370,765732,4214,1,2,2,6,554804,4214,3069,998,1,568295,2,CZ042
94006,94007,99,99,99,4,45,5,1786830,778681,4214,1,2,1,5,568350,4214,3069,203,6,568350,4,CZ042
94014,94015,99,99,99,4,65,7,1749710,774979,4214,1,1,1,3,554782,1100,3069,203,1,553697,4,CZ042
94016,94017,99,99,99,4,46,5,1657270,765724,4214,4,3,1,6,568295,4214,3069,998,2,568295,2,CZ042
94023,94024,99,99,99,4,60,6,834110,683418,4214,2,3,2,3,562335,4202,3069,203,2,568058,3,CZ042
94037,94038,99,99,99,4,34,4,1657270,765724,4214,1,2,2,4,568295,4214,3069,203,1,568295,2,CZ042
94040,94041,99,99,99,4,49,5,884040,688401,4214,1,2,1,4,554804,4214,3069,203,1,555223,2,CZ042
94044,94045,99,99,99,4,67,7,479880,647985,4214,3,2,1,6,567809,4213,3069,203,1,568015,4,CZ042
94050,94051,99,99,99,4,47,5,504910,650498,4214,4,2,2,6,568007,4214,3069,203,1,568007,4,CZ042
94052,94053,99,99,99,4,34,4,334990,633496,4214,2,1,1,6,568201,4214,3069,203,6,568201,3,CZ042
94059,94060,99,99,99,3,28,3,504910,650498,4214,1,2,2,6,554782,1100,3069,998,6,568007,4,CZ042
94078,94079,99,99,99,4,40,4,1531840,753181,4214,3,2,1,5,553697,4214,3069,203,1,568201,3,CZ042
94081,94082,99,99,99,4,34,4,1767290,776726,4214,2,1,2,4,554804,4214,3069,203,2,568350,4,CZ042
94086,94087,99,99,99,3,24,3,1749710,774979,4214,3,1,1,4,554804,4214,3069,998,1,553697,4,CZ042
94093,94094,99,99,99,4,69,7,1200900,720097,4214,6,2,1,4,568309,4214,3069,203,1,568147,2,CZ042
94097,94098,99,99,99,4,44,5,479880,647985,4214,1,2,1,3,554804,4214,3069,203,1,568015,4,CZ042
94110,94111,6,3,99,4,82,8,504910,650498,4214,2,1,2,6,568007,4214,3069,998,2,568007,4,CZ042
94113,94114,99,99,99,3,28,3,1657350,765732,4214,3,2,2,6,567141,4209,3069,998,1,568295,2,CZ042
94132,94133,99,99,99,4,62,7,479880,647985,4214,3,1,2,3,568015,4214,3069,998,2,568015,4,CZ042
94134,94135,99,99,99,4,34,4,1767290,776726,4214,2,4,1,1,568350,4214,3069,203,4,568350,4,CZ042
94142,94143,99,99,99,4,52,6,833990,683396,4214,2,2,1,7,582786,6203,3069,203,1,568058,3,CZ042
94149,94150,99,99,99,4,63,7,1749710,774979,4214,2,2,1,6,554804,4214,3069,203,4,553697,4,CZ042
94154,94155,99,99,99,4,57,6,479880,647985,4214,1,1,1,6,554804,4214,3069,998,1,568015,4,CZ042
94160,94161,99,99,99,4,45,5,479880,647985,4214,2,2,1,5,554804,4214,3069,998,6,568015,4,CZ042
94161,94162,99,99,99,4,43,5,517990,651796,4214,3,2,1,4,554804,4214,3069,998,2,568015,4,CZ042
94178,94179,99,99,99,4,35,4,1749710,774979,4214,6,1,1,3,553697,4214,3069,203,4,553697,4,CZ042
94179,94180,99,99,99,3,30,3,1951620,795160,4214,1,1,2,4,554804,4214,3069,203,4,555223,2,CZ042
94194,94195,99,99,99,4,55,6,1268110,726818,4214,2,2,2,6,568155,4214,3069,203,6,568155,4,CZ042
94195,94196,99,99,99,4,55,6,1749710,774979,4214,1,2,2,3,554804,4214,3069,998,1,553697,4,CZ042
94196,94197,99,99,99,4,42,5,884040,688401,4214,2,4,1,6,555223,4214,3069,203,6,555223,2,CZ042
94219,94220,99,99,99,4,43,5,1657270,765724,4214,1,2,1,6,554804,4214,3069,998,1,568295,2,CZ042
94220,94221,99,99,99,4,59,6,479880,647985,4214,3,2,1,3,530620,4214,3069,203,4,568015,4,CZ042
94223,94224,99,99,99,4,54,6,1749710,774979,4214,2,2,1,7,554804,4214,3069,203,1,553697,4,CZ042
94230,94231,99,99,99,4,56,6,1749710,774979,4214,3,2,1,1,554804,4214,3069,998,1,553697,4,CZ042
94246,94247,99,99,99,4,63,7,1657270,765724,4214,2,1,2,6,554804,4214,3069,203,1,568295,2,CZ042
94250,94251,99,99,99,4,69,7,3238370,765732,4214,5,4,1,6,567256,4206,3069,998,1,568295,2,CZ042
94251,94252,99,99,99,4,54,6,479880,647985,4214,2,2,1,3,568015,4214,3123,998,1,568015,4,CZ042
94254,94255,99,99,99,4,39,4,1558110,755818,4214,1,2,1,6,553697,4214,3069,203,6,568015,4,CZ042
94257,94258,99,99,99,3,30,3,1749710,774979,4214,9,2,2,1,554804,4214,3069,203,4,553697,4,CZ042
94266,94267,99,99,99,4,55,6,3238370,765732,4214,1,2,1,6,553697,4214,3069,998,1,568295,2,CZ042
94271,94272,99,99,99,4,39,4,883910,688398,4214,2,1,1,7,555223,4214,3069,998,3,555223,2,CZ042
94274,94275,99,99,99,4,42,5,334990,633496,4214,2,2,1,3,553697,4214,3069,998,1,568201,3,CZ042
94285,94286,99,99,99,4,38,4,1749710,774979,4214,1,3,1,7,554804,4214,3069,203,3,553697,4,CZ042
94287,94288,99,99,99,4,57,6,479880,647985,4214,1,2,2,6,554804,4214,3069,998,4,568015,4,CZ042
94289,94290,99,99,99,4,53,6,1786830,778681,4214,3,2,2,6,554804,4214,3069,203,4,568350,4,CZ042
94293,94294,99,99,99,4,56,6,884040,688401,4214,5,2,1,7,554804,4214,3069,203,4,555223,2,CZ042
94302,94303,99,99,99,4,37,4,1531840,753181,4214,3,4,1,3,554804,4214,3069,203,2,568201,3,CZ042
94305,94306,99,99,99,4,47,5,1749710,774979,4214,2,1,2,6,553697,4214,3069,998,4,553697,4,CZ042
94308,94309,99,99,99,4,55,6,834110,683418,4214,3,2,2,6,568058,4214,3069,998,4,568058,3,CZ042
94315,94316,99,99,99,4,63,7,1749710,774979,4214,1,1,1,3,554804,4214,3069,998,4,553697,4,CZ042
94320,94321,99,99,99,3,30,3,1786830,778681,4214,2,4,1,6,568350,4214,3069,203,1,568350,4,CZ042
94329,94330,99,99,99,4,38,4,1558110,755818,4214,2,4,2,6,553697,4214,3069,998,6,568015,4,CZ042
94333,94334,8,2,99,3,20,3,1749710,774979,4214,1,88,2,3,553697,4214,3069,998,4,553697,4,CZ042
94345,94346,8,2,99,1,15,1,1657270,765724,4214,3,88,2,6,567442,4213,3069,998,4,568295,2,CZ042
94346,94347,99,99,99,4,62,7,1531840,753181,4214,1,2,1,6,554804,4214,3069,998,1,568201,3,CZ042
94355,94356,99,99,99,4,39,4,334990,633496,4214,2,1,1,7,553697,4214,3069,352,6,568201,3,CZ042
94357,94358,99,99,99,4,61,7,1749710,774979,4214,2,2,1,6,555134,5309,3069,203,1,553697,4,CZ042
94358,94359,99,99,99,4,34,4,547390,654736,4214,2,1,2,6,554804,4214,3069,203,1,568023,3,CZ042
94361,94362,99,99,99,3,21,3,1749710,774979,4214,2,1,2,6,554804,4214,3069,998,4,553697,4,CZ042
94364,94365,8,2,99,1,12,1,547390,654736,4214,3,88,1,6,554804,4214,3069,998,1,568023,3,CZ042
94369,94370,99,99,99,4,37,4,1749710,774979,4214,2,2,2,1,553697,4214,3069,203,1,553697,4,CZ042
94373,94374,99,99,99,4,39,4,1651660,765163,4214,4,2,1,4,554804,4214,3069,998,6,568287,98,CZ042
94380,94381,99,99,99,4,40,4,1749710,774979,4214,2,4,1,6,554804,4214,3069,998,6,553697,4,CZ042
94383,94384,99,99,99,4,40,4,334990,633496,4214,4,2,2,6,554804,4214,3069,998,1,568201,3,CZ042
94398,94399,99,99,99,3,28,3,479880,647985,4214,3,2,1,6,554804,4214,3069,203,1,568015,4,CZ042
94399,94400,99,99,99,4,55,6,1749710,774979,4214,4,4,1,6,568058,4214,3069,998,5,553697,4,CZ042
94400,94401,99,99,99,4,32,4,1657270,765724,4214,5,3,1,6,554782,1100,3069,203,1,568295,2,CZ042
94405,94406,99,99,99,4,55,6,883910,688398,4214,1,2,1,6,554804,4214,3069,203,3,555223,2,CZ042
94425,94426,99,99,99,4,48,5,1749710,774979,4214,1,2,1,5,567515,4213,3069,203,1,553697,4,CZ042
94439,94440,99,99,99,3,30,3,517990,651796,4214,2,3,1,3,568015,4214,3069,998,5,568015,4,CZ042
94455,94456,99,99,99,4,31,4,1531840,753181,4214,6,2,1,6,568201,4214,3069,203,4,568201,3,CZ042
94474,94475,99,99,99,4,61,7,517990,651796,4214,3,2,1,1,567027,4209,3069,203,4,568015,4,CZ042
94483,94484,99,99,99,3,22,3,1657270,765724,4214,2,1,1,4,554804,4214,3069,203,1,568295,2,CZ042
94484,94485,99,99,99,4,36,4,883820,688380,4214,2,2,1,8,568058,4214,3069,203,4,555223,2,CZ042
94491,94492,99,99,99,4,53,6,1749710,774979,4214,2,4,1,3,553697,4214,3069,998,6,553697,4,CZ042
94496,94497,99,99,99,4,57,6,1749710,774979,4214,1,2,1,3,553697,4214,3069,998,4,553697,4,CZ042
94498,94499,99,99,99,4,33,4,479880,647985,4214,3,2,1,6,554804,4214,3069,203,6,568015,4,CZ042
94501,94502,99,99,99,4,57,6,479880,647985,4214,3,2,2,3,554804,4214,3069,998,1,568015,4,CZ042
94509,94510,99,99,99,4,40,4,334990,633496,4214,3,2,1,5,554804,4214,3018,998,6,568201,3,CZ042
94511,94512,99,99,99,4,58,6,3238370,765732,4214,2,2,1,6,554804,4214,3069,998,2,568295,2,CZ042
94513,94514,99,99,99,4,55,6,1749710,774979,4214,2,2,1,6,553697,4214,3069,203,1,553697,4,CZ042
94524,94525,99,99,99,3,21,3,1749710,774979,4214,1,1,2,3,553697,4214,3069,998,4,553697,4,CZ042
94539,94540,99,99,99,4,48,5,710210,671029,4214,9,4,1,3,568007,4214,3069,203,3,553697,4,CZ042
94555,94556,99,99,99,4,49,5,479880,647985,4214,3,2,1,6,554782,1100,3069,203,1,568015,4,CZ042
94557,94558,99,99,99,4,44,5,1651660,765163,4214,2,2,1,7,554804,4214,3069,998,6,568287,98,CZ042
94559,94560,99,99,99,4,49,5,1749710,774979,4214,1,2,1,1,553697,4214,3069,203,1,553697,4,CZ042
94560,94561,99,99,99,4,36,4,479880,647985,4214,2,4,2,3,554804,4214,3069,203,3,568015,4,CZ042
94572,94573,99,99,99,3,22,3,1749710,774979,4214,1,1,2,3,564567,4205,3069,998,4,553697,4,CZ042
94575,94576,99,99,99,4,35,4,479880,647985,4214,2,2,1,3,562335,4202,3069,203,2,568015,4,CZ042
94579,94580,99,99,99,3,28,3,479880,647985,4214,4,1,1,1,554804,4214,3069,203,4,568015,4,CZ042
94580,94581,99,99,99,4,60,6,1200900,720097,4214,6,2,1,4,568147,4214,3069,998,1,568147,2,CZ042
94597,94598,99,99,99,4,34,4,1531840,753181,4214,9,2,1,6,554782,1100,3069,203,6,568201,3,CZ042
94599,94600,99,99,99,4,49,5,1749710,774979,4214,3,2,2,6,553697,4214,3069,998,4,553697,4,CZ042
94619,94620,99,99,99,4,54,6,1268020,726800,4214,5,2,2,5,554804,4214,3069,998,6,568155,4,CZ042
94632,94633,99,99,99,4,42,5,1749710,774979,4214,2,1,1,6,554804,4214,3069,998,1,553697,4,CZ042
94638,94639,99,99,99,4,49,5,1749710,774979,4214,2,4,1,3,554804,4214,3069,203,4,553697,4,CZ042
94667,94668,99,99,99,4,36,4,1749710,774979,4214,3,2,1,1,553697,4214,3069,998,3,553697,4,CZ042
94672,94673,99,99,99,4,48,5,834110,683418,4214,1,2,2,7,568058,4214,3069,203,1,568058,3,CZ042
94676,94677,99,99,99,4,54,6,1767290,776726,4214,2,1,1,6,568350,4214,3069,203,4,568350,4,CZ042
94677,94678,99,99,99,3,21,3,1268020,726800,4214,4,1,1,6,554804,4214,3069,203,2,568155,4,CZ042
94684,94685,99,99,99,3,26,3,504910,650498,4214,1,2,2,6,568007,4214,3069,203,1,568007,4,CZ042
94685,94686,99,99,99,4,46,5,1749710,774979,4214,4,2,1,3,553697,4214,3069,998,1,553697,4,CZ042
94690,94691,99,99,99,4,65,7,1268020,726800,4214,2,2,1,6,554804,4214,3069,203,1,568155,4,CZ042
94691,94692,99,99,99,4,57,6,504910,650498,4214,1,2,1,3,568007,4214,3069,998,6,568007,4,CZ042
94704,94705,13,5,99,0,6,1,1657350,765732,4214,2,88,1,6,562858,4212,3069,203,1,568295,2,CZ042
94706,94707,13,5,99,0,6,1,1268110,726818,4214,1,88,1,5,554804,4214,3069,998,2,568155,4,CZ042
94708,94709,13,5,99,0,6,1,883910,688398,4214,3,88,2,6,554804,4214,3069,998,4,555223,2,CZ042
94725,94726,13,5,99,0,6,1,416880,641685,4214,3,88,2,6,553697,4214,3069,998,5,567973,99,CZ042
94730,94731,13,5,99,0,6,1,1268110,726818,4214,5,88,2,7,568155,4214,3069,998,1,568155,4,CZ042
94740,94741,13,5,99,0,6,1,504910,650498,4214,2,88,1,4,554804,4214,3069,203,1,568007,4,CZ042
94750,94751,13,5,99,0,6,1,517990,651796,4214,2,88,2,6,554804,4214,3069,203,1,568015,4,CZ042
94755,94756,13,5,99,0,6,1,1749710,774979,4214,3,88,1,6,553697,4214,3069,203,1,553697,4,CZ042
94757,94758,13,5,99,0,6,1,517990,651796,4214,2,88,2,3,568007,4214,3069,203,4,568015,4,CZ042
94760,94761,13,5,99,0,6,1,517990,651796,4214,2,88,2,3,554804,4214,3069,998,2,568015,4,CZ042
94763,94764,13,5,99,0,6,1,1749710,774979,4214,1,88,1,6,553697,4214,3069,998,6,553697,4,CZ042
94766,94767,13,5,99,0,6,1,710210,671029,4214,1,88,1,4,554804,4214,3069,203,2,553697,4,CZ042
94768,94769,13,5,99,0,6,1,1749710,774979,4214,1,88,1,5,553697,4214,3069,998,5,553697,4,CZ042
94773,94774,13,5,99,0,6,1,504910,650498,4214,1,88,2,6,554804,4214,3069,203,2,568007,4,CZ042
94786,94787,13,5,99,0,6,1,334990,633496,4214,3,88,2,3,568201,4214,3069,203,2,568201,3,CZ042
94793,94794,13,5,99,0,6,1,710300,671029,4214,1,88,1,3,554804,4214,3069,998,6,553697,4,CZ042
94796,94797,13,5,99,0,6,1,1788610,778869,4214,2,88,1,4,554804,4214,3026,203,3,555223,2,CZ042
94808,94809,13,5,99,0,6,1,232720,623270,4214,1,88,1,6,554804,4214,3069,998,4,568015,4,CZ042
94811,94812,13,5,99,0,6,1,547390,654736,4214,6,88,2,6,565555,4211,3069,998,1,568023,3,CZ042
94823,94824,13,5,99,0,6,1,1767290,776726,4214,4,88,2,4,568350,4214,3069,203,6,568350,4,CZ042
94842,94843,13,5,99,0,6,1,517990,651796,4214,3,88,1,6,563889,5105,3069,998,1,568015,4,CZ042
94844,94845,13,5,99,0,6,1,1268020,726800,4214,4,88,2,6,567442,4213,3018,998,2,568155,4,CZ042
94855,94856,13,5,99,0,6,1,1450330,745031,4214,3,88,1,6,568201,4214,3018,998,1,568201,3,CZ042
94858,94859,13,5,99,0,6,1,1749710,774979,4214,1,88,2,5,554804,4214,3069,203,1,553697,4,CZ042
94861,94862,13,5,99,0,6,1,1749710,774979,4214,1,88,1,7,554804,4214,3093,998,1,553697,4,CZ042
94869,94870,13,5,99,0,6,1,1200900,720097,4214,6,88,1,1,562335,4202,3069,998,6,568147,2,CZ042
94874,94875,13,5,99,0,6,1,1786830,778681,4214,2,88,1,4,554804,4214,3069,998,1,568350,4,CZ042
94875,94876,13,5,99,0,6,1,1671180,767115,4214,2,88,1,6,568309,4214,3069,203,1,568309,2,CZ042
94876,94877,13,5,99,0,6,1,1268020,726800,4214,3,88,2,6,568155,4214,3069,998,2,568155,4,CZ042
94883,94884,13,5,99,0,6,1,834110,683418,4214,2,88,2,6,530620,4214,3069,998,2,568058,3,CZ042
94887,94888,13,5,99,0,6,1,1767290,776726,4214,6,88,2,6,568350,4214,3069,203,4,568350,4,CZ042
94895,94896,13,5,99,0,6,1,504910,650498,4214,2,88,2,3,567442,4213,3069,998,5,568007,4,CZ042
94902,94903,13,5,99,0,6,1,1651660,765163,4214,2,88,1,6,554804,4214,3069,998,1,568287,98,CZ042
94905,94906,13,5,99,0,6,1,1268110,726818,4214,6,88,2,6,554804,4214,3069,203,1,568155,4,CZ042
94911,94912,13,5,99,0,6,1,547390,654736,4214,2,88,2,4,554782,1100,3069,203,1,568023,3,CZ042
94912,94913,13,5,99,0,6,1,504910,650498,4214,5,88,2,7,568007,4214,3123,998,3,568007,4,CZ042
94917,94918,13,5,99,0,6,1,1788530,778851,4214,5,88,1,6,555223,4214,3069,203,4,555223,2,CZ042
94933,94934,13,5,99,0,6,1,1268110,726818,4214,4,88,1,5,568155,4214,3069,998,4,568155,4,CZ042
94939,94940,13,5,99,0,6,1,1749710,774979,4214,4,88,2,7,554804,4214,3069,203,1,553697,4,CZ042
94945,94946,13,5,99,0,6,1,504910,650498,4214,2,88,2,6,554804,4214,3069,998,4,568007,4,CZ042
94951,94952,13,5,99,0,6,1,1749710,774979,4214,4,88,1,1,553697,4214,3069,203,1,553697,4,CZ042
94962,94963,13,5,99,0,6,1,1786910,778699,4214,1,88,2,4,568350,4214,3069,203,6,568350,4,CZ042
94964,94965,13,5,99,0,6,1,1268020,726800,4214,2,88,2,1,554804,4214,3069,203,1,568155,4,CZ042
94987,94988,13,5,99,0,6,1,1350710,735078,4214,2,88,2,6,554804,4214,3069,203,1,530620,99,CZ042
94994,94995,13,5,99,0,6,1,547390,654736,4214,2,88,2,6,554804,4214,3069,998,1,568023,3,CZ042
94996,94997,13,5,99,0,6,1,1749710,774979,4214,4,88,2,4,554804,4214,3069,203,4,553697,4,CZ042
95005,95006,13,5,99,0,6,1,1450330,745031,4214,3,88,1,6,568201,4214,3069,998,1,568201,3,CZ042
95023,95024,13,5,99,0,6,1,834110,683418,4214,3,88,2,7,568058,4214,3026,203,2,568058,3,CZ042
95025,95026,13,5,99,0,6,1,416700,641677,4214,2,88,2,6,554804,4214,3069,998,6,567973,99,CZ042
95043,95044,13,5,99,0,6,1,517990,651796,4214,2,88,1,5,568015,4214,3069,998,2,568015,4,CZ042
95044,95045,13,5,99,0,6,1,1200900,720097,4214,2,88,2,6,568147,4214,3069,203,6,568147,2,CZ042
95045,95046,13,5,99,0,6,1,1657270,765724,4214,3,88,1,8,554804,4214,3069,203,1,568295,2,CZ042
95052,95053,13,5,99,0,6,1,517990,651796,4214,9,88,1,3,554804,4214,3069,203,6,568015,4,CZ042
95056,95057,13,5,99,0,6,1,416700,641677,4214,2,88,1,8,567973,4214,3069,998,1,567973,99,CZ042
95058,95059,13,5,99,0,6,1,517990,651796,4214,2,88,2,3,554804,4214,3069,203,1,568015,4,CZ042
95069,95070,13,5,99,0,6,1,517990,651796,4214,6,88,1,3,568015,4214,3069,203,1,568015,4,CZ042
95082,95083,13,5,99,0,6,1,710210,671029,4214,2,88,1,1,553697,4214,3069,998,5,553697,4,CZ042
95086,95087,13,5,99,0,6,1,834110,683418,4214,1,88,1,1,568058,4214,3069,203,1,568058,3,CZ042
95100,95101,13,5,99,0,6,1,1268110,726818,4214,3,88,1,5,554804,4214,3069,203,3,568155,4,CZ042
95129,95130,13,5,99,0,6,1,416700,641677,4214,2,88,2,4,554782,1100,3069,203,3,567973,99,CZ042
95140,95141,13,5,99,0,6,1,517990,651796,4214,3,88,2,6,568015,4214,3069,203,1,568015,4,CZ042
95146,95147,13,5,99,0,6,1,1749710,774979,4214,9,88,1,7,553697,4214,3069,203,1,553697,4,CZ042
95153,95154,13,5,99,0,6,1,1200900,720097,4214,1,88,1,6,568147,4214,3069,203,6,568147,2,CZ042
95162,95163,13,5,99,0,6,1,1786830,778681,4214,2,88,1,4,568350,4214,3069,998,1,568350,4,CZ042
95163,95164,13,5,99,0,6,1,1767290,776726,4214,2,88,1,6,554804,4214,3069,998,1,568350,4,CZ042
95168,95169,13,5,99,0,6,1,1268110,726818,4214,3,88,1,5,554804,4214,3069,998,2,568155,4,CZ042
95174,95175,13,5,99,0,6,1,1749710,774979,4214,9,88,1,5,553697,4214,3069,203,4,553697,4,CZ042
95176,95177,13,5,99,0,6,1,504910,650498,4214,2,88,2,1,554804,4214,3069,203,1,568007,4,CZ042
95178,95179,13,5,99,0,6,1,303680,630365,4214,6,88,2,6,554804,4214,3069,203,1,567931,2,CZ042
95180,95181,13,5,99,0,6,1,1749710,774979,4214,2,88,1,3,553697,4214,3069,203,4,553697,4,CZ042
95190,95191,13,5,99,0,6,1,1418360,741833,4214,4,88,1,6,568007,4214,3069,998,4,568007,4,CZ042
95196,95197,13,5,99,0,6,1,1350710,735078,4214,2,88,1,3,554804,4214,3069,998,3,530620,99,CZ042
95201,95202,13,5,99,0,6,1,1749710,774979,4214,3,88,1,3,554804,4214,3069,998,5,553697,4,CZ042
95206,95207,13,5,99,0,6,1,1749710,774979,4214,2,88,1,6,553697,4214,3069,203,6,553697,4,CZ042
95209,95210,13,5,99,0,6,1,1749710,774979,4214,6,88,2,5,554804,4214,3069,203,1,553697,4,CZ042
95210,95211,13,5,99,0,6,1,1657190,765716,4214,3,88,1,4,554804,4214,3069,998,1,568295,2,CZ042
95221,95222,13,5,99,0,6,1,1671180,767115,4214,1,88,1,1,554782,1100,3069,203,6,568309,2,CZ042
95232,95233,13,5,99,0,6,1,1553900,755419,4214,4,88,1,4,568384,4214,3069,998,1,546925,99,CZ042
95245,95246,13,5,99,0,6,1,504910,650498,4214,9,88,1,6,554804,4214,3069,998,1,568007,4,CZ042
95247,95248,13,5,99,0,6,1,1657270,765724,4214,6,88,2,6,568295,4214,3069,203,1,568295,2,CZ042
95257,95258,13,5,99,0,6,1,906970,690694,4214,3,88,2,4,554804,4214,3069,203,1,568104,2,CZ042
95267,95268,13,5,99,0,6,1,504910,650498,4214,2,88,1,3,554804,4214,3069,998,1,568007,4,CZ042
95281,95282,13,5,99,0,6,1,416700,641677,4214,2,88,2,6,554804,4214,3069,998,3,567973,99,CZ042
95287,95288,13,5,99,0,6,1,1450330,745031,4214,3,88,1,6,553697,4214,3069,203,4,568201,3,CZ042
95288,95289,13,5,99,0,6,1,517990,651796,4214,1,88,2,3,554804,4214,3069,998,1,568015,4,CZ042
95313,95314,13,5,99,0,6,1,363910,636398,4214,2,88,2,7,554804,4214,3069,203,1,567957,99,CZ042
95317,95318,13,5,99,0,6,1,1200900,720097,4214,5,88,1,6,554804,4214,3069,203,1,568147,2,CZ042
95324,95325,13,5,99,0,6,1,517990,651796,4214,3,88,2,6,562335,4202,3069,998,1,568015,4,CZ042
95327,95328,13,5,99,0,6,1,517990,651796,4214,1,88,2,4,567442,4213,3069,203,4,568015,4,CZ042
95334,95335,13,5,99,0,6,1,904840,690481,4214,6,88,1,7,568091,4214,3069,998,2,568091,2,CZ042
95351,95352,13,5,99,0,6,1,547390,654736,4214,3,88,2,7,554804,4214,3069,998,1,568023,3,CZ042
95356,95357,13,5,99,0,6,1,906970,690694,4214,5,88,2,4,554804,4214,3069,998,1,568104,2,CZ042
95378,95379,13,5,99,0,6,1,834110,683418,4214,2,88,1,6,568058,4214,3069,203,1,568058,3,CZ042
95381,95382,13,5,99,0,6,1,1944920,794490,4214,1,88,1,3,554804,4214,3069,203,1,568015,4,CZ042
95384,95385,13,5,99,0,6,1,1450330,745031,4214,2,88,2,3,562335,4202,3069,998,6,568201,3,CZ042
95391,95392,13,5,99,0,6,1,710210,671029,4214,1,88,2,6,553697,4214,3069,203,5,553697,4,CZ042
95401,95402,13,5,99,0,6,1,517990,651796,4214,2,88,1,7,554804,4214,3069,203,1,568015,4,CZ042
95407,95408,13,5,99,0,6,1,1531840,753181,4214,2,88,1,6,568201,4214,3069,998,5,568201,3,CZ042
95434,95435,13,5,99,0,6,1,1767290,776726,4214,2,88,1,1,554804,4214,3069,203,4,568350,4,CZ042
95450,95451,13,5,99,0,6,1,303680,630365,4214,3,88,2,5,554782,1100,3069,203,1,567931,2,CZ042
95454,95455,13,5,99,0,6,1,1200900,720097,4214,4,88,2,4,568147,4214,3069,998,6,568147,2,CZ042
95457,95458,13,5,99,0,6,1,904680,690465,4214,2,88,2,4,568350,4214,3069,998,1,568091,2,CZ042
